sku;name;brand;category;priceUyu
203399;Crema Desodorante Hidratante para el Cuerpo Ekos Tukuma 200 Ml;Ekos;Cuerpo y baño;699
203401;Crema Desodorante Hidratante para el Cuerpo Ekos Castaña 400 Ml;Ekos;Cuerpo y baño;899
203476;Crema Hidratante para As Manos Ekos Cupuacu 75 G;Ekos;Cuerpo y baño;599
203478;Crema Desodorante Hidratante para el Cuerpo Ekos Cupuacu 400 Ml;Ekos;Cuerpo y baño;899
203480;Crema Firmador para el Bumbum Ekos Cupuacu 200 G;Ekos;Cuerpo y baño;1059
204451;Colonia Luna Nuit 75 Ml;Luna;Perfumería;1859
204459;Desodorante Hidratante Corporal Luna Nuit 300 Ml;Luna;Cuerpo y baño;959
204786;Crema Exfoliante para el Bumbum Ekos Cupuacu 190 G;Ekos;Cuerpo y baño;849
205402;Set Mamá y Bebé de minijabones surtidos;Mamá y Bebé;Regalos;499
205931;Aceite Bifásico Lumina Nutrición De Nanoprecisao 100 Ml;Lumina;Cuerpo y baño;829
205933;Perfume Una Nude 75 Ml;Una;Perfumería;3299
205934;Pro Palette De Sombras Una Nude 2c 7 G;Una;Cuerpo y baño;1399
205936;Crema Desodorante Nutritivo para el Cuerpo Tododia Frutilla y Vainilla Dorada 400 Ml;Tododia;Cuerpo y baño;789
205941;Crema Merengue para el Cuerpo Tododia Frutilla y Vainilla Dorada 250 G;Tododia;Cuerpo y baño;849
205946;Repuesto Crema Desodorante Hidratante para el Cuerpo Ekos Cupuacu 400 Ml;Ekos;Cuerpo y baño;699
206217;Jabón en Barra Puro Vegetal Cremoso Ekos Cupuacu 4 unidad De 100 G;Ekos;Cuerpo y baño;459
206230;Repuesto Crema Desodorante Nutritivo para el Cuerpo Tododia Frutilla y Vainilla Dorada 400 Ml;Tododia;Cuerpo y baño;471
206231;Aceite Bifásico Corporal Tododia Frutilla y Vainilla Dorada 120 Ml;Tododia;Cuerpo y baño;639
206730;Mascara para Pestañas Volume Marrom Una 7 G;Una;Maquillaje;799
207390;Set Mamá y Bebé Jabones Maternidade Completo;Mamá y Bebé;Regalos;1559
207887;Repuesto Set Mamá y Bebé Jabones Maternidade;Mamá y Bebé;Regalos;799
209219;Set Tododia de tres body splash miniatura;Tododia;Regalos;1099
209255;Marcador Delineadora para Os Ojos Faces 1 2ml;Faces;Maquillaje;529
210525;Shampoo estimulante Lumina 300 ml;Lumina;Cabello;419
210527;Acondicionador fortificante Lumina 300 ml;Lumina;Cabello;449
210529;Máscara acondicionadora antiebre Lumina 250 ml;Lumina;Cabello;599
210531;Sérum nocturno anticaída Lumina 100 ml;Lumina;Cuerpo y baño;699
212716;Crema Hidratante para As Manos Ekos Pitanga 75g;Ekos;Cuerpo y baño;599
212717;Jabón en Barra Puro Vegetal Cremoso y Exfoliante Ekos Pitanga 4 unidad De 100g;Ekos;Cuerpo y baño;459
213690;Crema Desodorante Hidratante para el Cuerpo Ekos Pitanga 400ml;Ekos;Cuerpo y baño;899
213691;Repuesto Pulpa Desodorante Hidratante para el Cuerpo Ekos Pitanga 400 Ml;Ekos;Cuerpo y baño;699
214410;Perfume Essencial Safran Femenino 100 Ml;Essencial;Perfumería;2899
214411;Perfume Essencial Safran Masculino 100 Ml;Essencial;Perfumería;2899
214469;Crema Hidratante para As Manos Ekos Cacau 75 G;Ekos;Cuerpo y baño;599
214685;Ritual De Cuidado para Manos y Pies Ekos Pitanga 2 unidad con 40g;Ekos;Cuerpo y baño;799
216412;Crema Hidratante para As Manos Ekos Vainilla Amazónica 75 G;Ekos;Cuerpo y baño;419
216414;Repuesto Crema Desodorante Hidratante para el Cuerpo Ekos Vainilla Amazónica 400 Ml;Ekos;Cuerpo y baño;489
216416;Crema Desodorante Hidratante para el Cuerpo Ekos Vainilla Amazónica 400 Ml;Ekos;Cuerpo y baño;699
216697;Serum Uniformizador para el Cuerpo Ekos Pitanga 200g;Ekos;Cuerpo y baño;979
216703;Mascara para Pestañas Volume Fever Faces 7ml;Faces;Maquillaje;569
216706;Máscara de pestañas Megafantástica 7 ml;Natura;Maquillaje;419
217196;Set Lumina Anticaspa 2 Productos;Lumina;Regalos;1299
217742;Jabón en Barra Puro Vegetal Cremoso Ekos Cacau 4 unidad De 100 G;Ekos;Cuerpo y baño;434
218368;Manteiga Desodorante Hidratante para el Cuerpo Ekos Cacau 200 G;Ekos;Cuerpo y baño;979
218370;Protector Labial Hidratante Ekos Cacau 3 5 G;Ekos;Maquillaje;429
218960;Frasqueira Termica Crer para Ver 1 Unidad;Natura;Regalos;899
218961;Regalo Mochila Crer para Ver 1 Unidad;Natura;Regalos;1599
218962;Regalo Caderno Mudando el Futuro Crer para Ver 1 Unidad;Natura;Cuerpo y baño;499
219299;Exfoliante para el Cuerpo Tododia Frutilla y Vainilla Dorada 190 G;Tododia;Cuerpo y baño;509
220914;Mascara para Pestañas y Sobrancelhas Incolor Faces 7ml;Faces;Maquillaje;419
220919;Crema Desodorante Hidratante para el Cuerpo Ekos Cacau 400 Ml;Ekos;Cuerpo y baño;899
221578;Leave In Liso+Liso Framboesa y Jojoba Tododia 110ml;Tododia;Cuerpo y baño;459
221580;Acondicionador Liso+Liso Framboesa y Jojoba Tododia 280ml;Tododia;Cabello;379
221581;Shampoo Liso+Liso Framboesa y Jojoba Tododia 300ml;Tododia;Cabello;359
222447;Colonia Ekos Frescor Maracuyá Natureza Dos Sonhos 150 Ml;Naturé;Infantil;899
224018;Escova Massageadora para Couro Cabeludo Lumina;Lumina;Cuerpo y baño;699
224496;Repuesto Crema Desodorante Hidratante para el Cuerpo Ekos Cacau 400 Ml;Ekos;Cuerpo y baño;699
224724;Caneca Coracao Crer para Ver 1 Unidad;Natura;Cuerpo y baño;399
224725;Case Organizador para Notebook Crer para Ver 1 Unidad;Natura;Cuerpo y baño;699
224727;Bolsa sustentable Natura;Natura;Regalos;599
224729;Necessaire De Viagem Crer para Ver 1 Unidad;Natura;Cuerpo y baño;609
224738;Set Cartao De Regalo Crer para Ver 3 Productos;Natura;Regalos;99
226588;Set Serum Chronos Intensivo Multimanchas con Repuesto 30 Ml;Chronos Derma;Regalos;2699
228003;Lata Kaiak 30 Anos 1 Unidad;Kaiak;Cuerpo y baño;399
228528;Colonia Kaiak 21k Masculino 100 Ml;Kaiak;Perfumería;1349
229539;Llavero Natura;Natura;Cuerpo y baño;149
229549;Garrafa Termica Crer para Ver 1 Unidad;Natura;Cuerpo y baño;1109
235241;Jabón en Barra Puro Vegetal Cremoso Ekos Vainilla Amazónica 4 unidad. De 100 G;Ekos;Cuerpo y baño;434
236332;Balsamo Desmaquillante para Rostro Faces 45g;Faces;Rostro;639
236375;Colonia Kaiak 21k Femenino 100 Ml;Kaiak;Perfumería;1899
237757;Body Splash Tododia Nectar De Miel 200 Ml;Tododia;Perfumería;775
237759;Gloss Labial Tododia Nectar De Miel 10 Ml;Tododia;Maquillaje;319
237760;Gloss Labial Tododia Caramelo Salgado 10 Ml;Tododia;Maquillaje;319
237761;Body Splash Tododia Caramelo Salgado 200 Ml;Tododia;Perfumería;969
237762;Jabón en Aceite Corporal Tododia Nectar De Miel 190 Ml;Tododia;Cuerpo y baño;699
237763;Body Splash Tododia Pistache en Crema 200 Ml;Tododia;Perfumería;969
237764;Aceite en Crema para el Cuerpo Tododia Caramelo Salgado 200ml;Tododia;Cuerpo y baño;849
237765;Gloss Labial 10ml Tododia Pistache en Crema Crema;Tododia;Maquillaje;319
237766;Crema Desodorante Nutritivo para el Cuerpo Tododia Caramelo Salgado 400 Ml;Tododia;Cuerpo y baño;789
237771;Exfoliante para el Cuerpo Tododia Pistache en Crema 200 Ml;Tododia;Cuerpo y baño;509
237778;Crema Desodorante Nutritivo para el Cuerpo Tododia Nectar De Miel 400 Ml;Tododia;Cuerpo y baño;789
237782;Crema Desodorante Nutritivo para el Cuerpo Tododia Pistache en Crema 400 Ml;Tododia;Cuerpo y baño;789
241046;Set Crema Hidratante para As Manos Ekos Castaña 3 unidad De 40 G;Ekos;Regalos;838
241317;Eau De Parfum Ekos Fava 50 Ml;Ekos;Perfumería;3119
242813;Repuesto Aceite Trifásico Desodorante Corporal Ekos Pitanga 200ml;Ekos;Cuerpo y baño;549
247692;Desodorante Hidratante Crema Corporal Antiatrito Kaiak 21k 100 Ml;Kaiak;Cuerpo y baño;399
248606;Set Tododia acondicionador reparador y repuesto;Tododia;Regalos;468
248607;Set Tododia shampoo reparador y repuesto;Tododia;Regalos;448
248615;Set Tododia crema para peinar y repuesto;Tododia;Regalos;448
248628;Jabón Líquido Corporal Masculino Kaiak 21k 100 Ml;Kaiak;Cuerpo y baño;249
249319;Set de fragancias Humor Mood Boosters;Humor;Regalos;2397
250231;Ekos Frescor Deo Colonia Vainilla Amazónica 150 Ml;Ekos;Perfumería;949
252879;Set infantil Naturé con sombrero bucket;Naturé;Regalos;1499
252883;Set infantil Naturé Corre Corre;Naturé;Regalos;999
252884;Set Naturé para cabello rizado y crespo;Naturé;Regalos;1249
252885;Set Naturé para cabello liso y ondulado;Naturé;Regalos;1249
252886;Set de regalo Luna Girl;Luna;Regalos;1199
252887;Set de regalo infantil con Colonia y shampoo;Natura;Regalos;1199
252890;Set infantil Kaiak Vibe;Kaiak;Regalos;999
255761;Exfoliante capilar pre-shampoo 70 g;Natura;Cabello;519
260169;Set infantil Naturé con mochila;Naturé;Regalos;2699
261234;Set Liso+Liso Tododia 3 Productos;Tododia;Regalos;999
262775;Set de acondicionador suave y repuesto;Natura;Regalos;698
262778;Set de shampoo equilibrante y repuesto;Natura;Regalos;668
263190;Set de shampoo y repuesto 300 ml;Natura;Regalos;728
263191;Set de acondicionador y repuesto 300 ml;Natura;Regalos;758
266795;Necessaire Tododia Nectar De Miel;Tododia;Cuerpo y baño;859
266801;Pochete Kaiak 21k;Kaiak;Regalos;999
268171;Set Tododia de 5 jabones surtidos;Tododia;Regalos;1149
268172;Set Tododia de 5 jabones vegetales surtidos;Tododia;Regalos;609
268178;Set Tododia jabón líquido en gel y repuesto;Tododia;Regalos;558
270022;Set Tododia crema corporal y repuesto 400 ml;Tododia;Regalos;1028
271289;Set Natura bolsa sustentable y llavero;Natura;Regalos;699
276734;Set de regalo Mamá y Bebé Relax;Mamá y Bebé;Regalos;1699
276735;Set Mamá y Bebé con neceser;Mamá y Bebé;Regalos;2549
